name,poi_id,cate,lat,lng,COMMUNITY,AREA_NUMBE
Chicago Post Office Station W,804874,public services,41.7056879,-87.5356452,EAST SIDE,52.0
Chicago Fire Department Engine Company 13,809021,public services,41.8868679,-87.6200698,LOOP,32.0
Chicago Police Department 19th District,811994,public services,41.9475465,-87.6512419,LAKE VIEW,6.0
Chicago Fire Department Engine Company 109,814740,public services,41.8485563,-87.7047479,SOUTH LAWNDALE,30.0
Chicago Fire Department Engine Company 16,814968,public services,41.8232744,-87.6242843,GRAND BOULEVARD,38.0
Willye B. White Park Fieldhouse,815984,public services,42.019655,-87.6714832,ROGERS PARK,1.0
Arts & Recreation Center at Ellis Park,822454,public services,41.8303435,-87.610856,DOUGLAS,35.0
Chicago Lawn Post Office,840328,public services,41.7832296,-87.702891,CHICAGO LAWN,66.0
Chicago Fire Department Engine Company 115,864789,public services,41.6783178,-87.6474126,WEST PULLMAN,53.0
Ford Calumet Environmental Center (FCEC),865836,public services,41.6855156,-87.573234,SOUTH DEERING,51.0
Chicago Fire Department Headquarters,866278,public services,41.8301006,-87.6238605,DOUGLAS,35.0
Chicago Police Department 5th District,894199,public services,41.6921939,-87.6034214,PULLMAN,50.0
Altgeld Gardens Community Center,894347,public services,41.6568066,-87.5986664,RIVERDALE,54.0
Dr. Jorge Prieto Health Center,292159,public services,41.847147,-87.7249843,SOUTH LAWNDALE,30.0
Auburn-Gresham VA Outpatient Clinic,583479,public services,41.7533197,-87.6438086,AUBURN GRESHAM,71.0
Englewood Health Center Of Cook County,588809,public services,41.7684478,-87.6533664,ENGLEWOOD,68.0
Roseland Public Health Center,701112,public services,41.6855719,-87.6176611,ROSELAND,49.0
Friend Health Clinic,731604,public services,41.7806655,-87.6065561,WOODLAWN,42.0
Chicago City Hall,1214,public services,41.8838355,-87.6319617,LOOP,32.0
LaBagh Woods Picnic Shelter Grove 2,67614,public services,41.976239,-87.7442533,NORTH PARK,13.0
LaBagh Woods Picnic Shelter Grove 4,67811,public services,41.9771452,-87.7456096,NORTH PARK,13.0
LaBagh Woods Picnic Shelter Grove 3,68173,public services,41.9770787,-87.7429756,NORTH PARK,13.0
Forest Glen Woods Picnic Shelter Grove 1,129658,public services,41.9809843,-87.7564361,FOREST GLEN,12.0
Ted Lechowicz Woods Picnic Shelter Grove 1,130841,public services,41.9885469,-87.7628652,JEFFERSON PARK,11.0
Edgebrook Woods Picnic Shelter Grove 1,132436,public services,41.9913878,-87.7640545,FOREST GLEN,12.0
Schiller Woods Picnic Shelter Grove 12,250630,public services,41.9550591,-87.8436112,OHARE,76.0
Schiller Woods Picnic Shelter Grove 11,250754,public services,41.9567078,-87.8459222,OHARE,76.0
Schiller Woods Picnic Shelter Grove 13,250950,public services,41.9535627,-87.8450682,OHARE,76.0
Robinson Woods South Picnic Shelter Grove 1,252193,public services,41.9654665,-87.8537309,OHARE,76.0
Schiller Woods Picnic Shelter Grove 4,252271,public services,41.9579102,-87.8533938,OHARE,76.0
Robinson Woods South Picnic Shelter Grove 2,252315,public services,41.9644774,-87.8530512,OHARE,76.0
,400768,public services,41.8415014,-87.6854879,LOWER WEST SIDE,31.0
,403433,public services,41.7861688,-87.5827149,HYDE PARK,41.0
La Bagh Woods Picnic Shelter Grove 1,404040,public services,41.9805375,-87.7444922,NORTH PARK,13.0
Bunker Hill Picnic Shelter Grove 1,404239,public services,42.0023944,-87.7836946,FOREST GLEN,12.0
Caldwell Woods Picnic Shelter Grove 1,404259,public services,41.9982368,-87.7862826,NORWOOD PARK,10.0
Schiller Woods Picnic Shelter Grove 9,404920,public services,41.9561801,-87.8489055,OHARE,76.0
,557743,public services,42.0096856,-87.675644,ROGERS PARK,1.0
,756940,public services,41.7829992,-87.592691,WOODLAWN,42.0
,759117,public services,41.8093376,-87.5916725,KENWOOD,39.0
Picnic Shelter #1,787057,public services,41.6693833,-87.5379174,HEGEWISCH,55.0
Picnic Shelter #3,787216,public services,41.6655568,-87.5379349,HEGEWISCH,55.0
Picnic Shelter #4,787264,public services,41.6687898,-87.5367884,HEGEWISCH,55.0
Picnic Shelter #2,787482,public services,41.6654261,-87.5389864,HEGEWISCH,55.0
,812379,public services,42.0095696,-87.6754969,ROGERS PARK,1.0
,843166,public services,41.9217525,-87.8016761,AUSTIN,25.0
,843167,public services,41.9219527,-87.8015465,MONTCLARE,18.0
,863492,public services,41.9525592,-87.72979,IRVING PARK,16.0
,863493,public services,41.9525017,-87.7300963,IRVING PARK,16.0
,854254,public services,41.8916648,-87.6003625,NEAR NORTH SIDE,8.0
Bow Truss Coffee Roasters,695259,public services,41.9016854,-87.6281646,NEAR NORTH SIDE,8.0
Chicago Cultural Center,1301,public services,41.8838644,-87.6249765,LOOP,32.0
,830,public services,41.9044704,-87.6484152,NEAR NORTH SIDE,8.0
BP,2756,public services,41.8026976,-87.5867639,KENWOOD,39.0
BP,3420,public services,41.801339,-87.5879973,HYDE PARK,41.0
BP,3714,public services,41.9604957,-87.7865211,PORTAGE PARK,15.0
BP,4068,public services,41.8670049,-87.6254528,NEAR SOUTH SIDE,33.0
BP,28171,public services,41.8439797,-87.7314354,SOUTH LAWNDALE,30.0
Falcon,37301,public services,41.8955759,-87.726456,HUMBOLDT PARK,23.0
BP,44193,public services,41.9100226,-87.7366978,HUMBOLDT PARK,23.0
Shell,48991,public services,41.9242639,-87.726423,LOGAN SQUARE,22.0
Mobil,49004,public services,41.92796,-87.7272938,LOGAN SQUARE,22.0
Mobil,53348,public services,41.9538844,-87.727259,IRVING PARK,16.0
Shell,55187,public services,41.9539182,-87.7279912,IRVING PARK,16.0
Marathon,61450,public services,41.966965,-87.7381132,IRVING PARK,16.0
Peterson-Pulaski BP,69866,public services,41.9903666,-87.7290615,NORTH PARK,13.0
Citgo,86507,public services,41.8951684,-87.7552648,AUSTIN,25.0
BP,97473,public services,41.909249,-87.7555536,AUSTIN,25.0
Falcon,100672,public services,41.9237379,-87.7687406,BELMONT CRAGIN,19.0
Clark,106805,public services,41.9315664,-87.7615332,BELMONT CRAGIN,19.0
Citgo,119391,public services,41.9577229,-87.7516719,PORTAGE PARK,15.0
Mobil,124600,public services,41.972911,-87.7483381,FOREST GLEN,12.0
Marathon,130577,public services,41.9756082,-87.7482865,FOREST GLEN,12.0
BP,154607,public services,41.9222938,-87.7850047,BELMONT CRAGIN,19.0
BP,154609,public services,41.9222929,-87.785192,BELMONT CRAGIN,19.0
Mobil,204012,public services,41.9382955,-87.8069805,DUNNING,17.0
Shell,254693,public services,41.6915416,-87.7134817,MOUNT GREENWOOD,74.0
Citgo,263204,public services,41.7424215,-87.7219827,ASHBURN,70.0
,277874,public services,41.8000759,-87.7246599,ARCHER HEIGHTS,57.0
BP,297136,public services,41.865912,-87.7205871,NORTH LAWNDALE,29.0
Citgo,298652,public services,41.8734113,-87.7105365,EAST GARFIELD PARK,27.0
BP,299698,public services,41.8732717,-87.7193582,EAST GARFIELD PARK,27.0
Shell,300120,public services,41.8664012,-87.724688,NORTH LAWNDALE,29.0
BP,305469,public services,41.9029402,-87.7259416,HUMBOLDT PARK,23.0
Shell,306639,public services,41.8974162,-87.7259225,HUMBOLDT PARK,23.0
Amstar,307948,public services,41.8951805,-87.7208042,HUMBOLDT PARK,23.0
BP,308208,public services,41.8952888,-87.7063295,HUMBOLDT PARK,23.0
Speedway,316655,public services,41.9103572,-87.7163314,HUMBOLDT PARK,23.0
Marathon,326147,public services,41.9420123,-87.7128561,AVONDALE,21.0
Shell,329666,public services,41.9464533,-87.7074678,AVONDALE,21.0
Shell,341468,public services,41.9754773,-87.7131732,NORTH PARK,13.0
Kean,349746,public services,41.6918982,-87.6876035,MORGAN PARK,75.0
,381072,public services,41.8047296,-87.7043371,BRIGHTON PARK,58.0
Marathon,384684,public services,41.7983447,-87.6844936,GAGE PARK,63.0
Pilot,396373,public services,41.8314751,-87.6945357,BRIGHTON PARK,58.0
Road Ranger,397431,public services,41.8310598,-87.6944189,BRIGHTON PARK,58.0
,403568,public services,41.8293231,-87.6806901,MCKINLEY PARK,59.0
Shell,405781,public services,41.8662714,-87.6864544,NEAR WEST SIDE,28.0
Mobil,412484,public services,41.9026304,-87.6972879,WEST TOWN,24.0
BP,413182,public services,41.899182,-87.6873326,WEST TOWN,24.0
,424082,public services,41.9322729,-87.702323,AVONDALE,21.0
Mobil,430679,public services,41.9543308,-87.6887751,NORTH CENTER,5.0
Shell,436213,public services,41.961044,-87.688951,NORTH CENTER,5.0
Shell,441502,public services,41.9761592,-87.6888488,LINCOLN SQUARE,4.0
Marathon,444884,public services,41.9833237,-87.6950107,WEST RIDGE,2.0
Mobil,446471,public services,42.0052778,-87.6897592,WEST RIDGE,2.0
Mobil,446778,public services,41.9907461,-87.6925657,WEST RIDGE,2.0
Shell,447252,public services,41.99072,-87.6900542,WEST RIDGE,2.0
BP,456965,public services,41.6902079,-87.6641811,MORGAN PARK,75.0
Shell,468353,public services,41.7121186,-87.6815456,BEVERLY,72.0
79th Street & Western Bus Terminal,476277,public services,41.7507262,-87.6825351,ASHBURN,70.0
Marathon,480457,public services,41.7722297,-87.6740566,WEST ENGLEWOOD,67.0
Shell,482980,public services,41.7646055,-87.6634709,WEST ENGLEWOOD,67.0
,495963,public services,41.8050193,-87.6840628,NEW CITY,61.0
BP,497345,public services,41.8087296,-87.6836045,NEW CITY,61.0
BP,497347,public services,41.8085861,-87.6834583,NEW CITY,61.0
,498610,public services,41.8392843,-87.6652238,LOWER WEST SIDE,31.0
Mobil,502720,public services,41.9687121,-87.6990407,LINCOLN SQUARE,4.0
Citgo,509728,public services,41.8907306,-87.6668401,WEST TOWN,24.0
BP,517074,public services,41.9036596,-87.6620755,WEST TOWN,24.0
Shell,517233,public services,41.9036271,-87.662962,WEST TOWN,24.0
BP,518916,public services,41.9110399,-87.6627863,WEST TOWN,24.0
BP,524263,public services,41.9322392,-87.6633827,LINCOLN PARK,7.0
BP,524843,public services,41.9248909,-87.6685304,LINCOLN PARK,7.0
BP,538403,public services,41.9561295,-87.6635878,LAKE VIEW,6.0
Shell,541938,public services,41.969201,-87.6697616,UPTOWN,3.0
Mobil,542435,public services,41.9662147,-87.6793547,LINCOLN SQUARE,4.0
Shell,542765,public services,41.9690638,-87.6698954,UPTOWN,3.0
Citgo,545010,public services,41.9759262,-87.6739841,UPTOWN,3.0
BP,551576,public services,41.9977747,-87.6762854,WEST RIDGE,2.0
Shell,552327,public services,41.9982576,-87.6767092,ROGERS PARK,1.0
Shell,554227,public services,41.9978057,-87.6708783,EDGEWATER,77.0
Shell,556496,public services,42.012495,-87.6637024,ROGERS PARK,1.0
Citgo,563369,public services,41.6923049,-87.6614812,MORGAN PARK,75.0
,564320,public services,41.6924166,-87.6523838,MORGAN PARK,75.0
Citgo,568052,public services,41.7066761,-87.6497094,WASHINGTON HEIGHTS,73.0
Shell,572832,public services,41.715401,-87.6433597,WASHINGTON HEIGHTS,73.0
Gulf,572991,public services,41.7139605,-87.6425913,WASHINGTON HEIGHTS,73.0
BP,573046,public services,41.7138749,-87.6433201,WASHINGTON HEIGHTS,73.0
GoLo,577240,public services,41.7378461,-87.6433563,AUBURN GRESHAM,71.0
Shell,591650,public services,41.7649395,-87.6447668,ENGLEWOOD,68.0
VP Fuels,613486,public services,41.8379176,-87.6435022,BRIDGEPORT,60.0
Marathon,626358,public services,41.8878032,-87.6610526,NEAR WEST SIDE,28.0
Shell,626713,public services,41.876804,-87.6567779,NEAR WEST SIDE,28.0
Shell,636732,public services,41.9327428,-87.6583099,LAKE VIEW,6.0
Shell,641920,public services,41.9471081,-87.6498229,LAKE VIEW,6.0
National Car Wash,643395,public services,41.9717471,-87.6600278,UPTOWN,3.0
Shell,645227,public services,41.985721,-87.6596759,EDGEWATER,77.0
BP,649416,public services,41.6635739,-87.6265708,WEST PULLMAN,53.0
GoLo,659428,public services,41.6999352,-87.6423291,ROSELAND,49.0
Mobil,663504,public services,41.7072926,-87.6287324,ROSELAND,49.0
Citgo,679291,public services,41.7730429,-87.6248531,GREATER GRAND CROSSING,69.0
BP,680031,public services,41.7657655,-87.6245062,GREATER GRAND CROSSING,69.0
BP,683474,public services,41.7802168,-87.629861,ENGLEWOOD,68.0
GoLo,684717,public services,41.8017502,-87.6214671,WASHINGTON PARK,40.0
Shell,687711,public services,41.8380531,-87.632537,ARMOUR SQUARE,34.0
BP,694074,public services,41.8934481,-87.6321218,NEAR NORTH SIDE,8.0
BP,694085,public services,41.8964077,-87.6345944,NEAR NORTH SIDE,8.0
Shell,694775,public services,41.8968227,-87.6375274,NEAR NORTH SIDE,8.0
Shell,705502,public services,41.6926169,-87.6013094,PULLMAN,50.0
Pullman Citgo,705762,public services,41.6926068,-87.6056977,PULLMAN,50.0
Citgo,711905,public services,41.7122276,-87.6198353,ROSELAND,49.0
Mobil,733092,public services,41.7806437,-87.603836,WOODLAWN,42.0
BP,738181,public services,41.8313736,-87.6176235,DOUGLAS,35.0
Shell,740840,public services,41.7217832,-87.5843663,SOUTH DEERING,51.0
BP,742293,public services,41.738497,-87.5860741,AVALON PARK,45.0
Citgo,744123,public services,41.7281085,-87.5846897,CALUMET HEIGHTS,48.0
Citgo,750470,public services,41.7439377,-87.5860741,AVALON PARK,45.0
GoLo,779437,public services,41.7568823,-87.5582774,SOUTH SHORE,43.0
BP,781601,public services,41.7730937,-87.5761796,SOUTH SHORE,43.0
Citgo,792411,public services,41.7225084,-87.5542784,SOUTH DEERING,51.0
Citgo,800153,public services,41.7444357,-87.5520183,SOUTH CHICAGO,46.0
Mobil,809408,public services,41.8234687,-87.6328952,FULLER PARK,37.0
Costco Gasoline,809761,public services,41.9305623,-87.6766224,LINCOLN PARK,7.0
Midway CTA Station,811240,public services,41.7864466,-87.7387989,GARFIELD RIDGE,56.0
BP,812562,public services,41.8758752,-87.6295013,LOOP,32.0
Mobil,817385,public services,41.9023609,-87.7174162,HUMBOLDT PARK,23.0
Amstar,818021,public services,41.8511336,-87.7239074,NORTH LAWNDALE,29.0
Marathon,821280,public services,41.7728476,-87.6126406,WOODLAWN,42.0
Union Station Transit Center,822834,public services,41.877956,-87.6398328,NEAR WEST SIDE,28.0
Shell,851771,public services,41.8823487,-87.6861089,NEAR WEST SIDE,28.0
BP,856119,public services,41.7363071,-87.6487254,AUBURN GRESHAM,71.0
Shell,856687,public services,41.7925548,-87.7833708,GARFIELD RIDGE,56.0
Shell,863494,public services,41.946631,-87.7204787,IRVING PARK,16.0
Marathon,864748,public services,41.8761362,-87.7013499,EAST GARFIELD PARK,27.0
Costco Gasoline,865164,public services,41.8633841,-87.6683788,NEAR WEST SIDE,28.0
Marathon,867829,public services,41.9962844,-87.6705524,EDGEWATER,77.0
Exxon,872483,public services,41.9392214,-87.6872854,NORTH CENTER,5.0
Cumberland CTA Station,894297,public services,41.9835929,-87.8388993,OHARE,76.0
,154,residential area,41.7883289,-87.5795503,HYDE PARK,41.0
Travelodge Chicago,184,residential area,41.8742346,-87.6255018,LOOP,32.0
Francis X. McCabe Hall,232,residential area,41.9239665,-87.6515513,LINCOLN PARK,7.0
Sanctuary Hall,257,residential area,41.9249337,-87.6540162,LINCOLN PARK,7.0
Cardinal's House,315,residential area,41.9108868,-87.6283802,NEAR NORTH SIDE,8.0
Clybourn 1200,320,residential area,41.9040505,-87.6405439,NEAR NORTH SIDE,8.0
Welles Gazebo,560,residential area,41.9623525,-87.6870929,LINCOLN SQUARE,4.0
1237 West,614,residential area,41.9250171,-87.6599084,LINCOLN PARK,7.0
Porte,744,residential area,41.8811015,-87.6490924,NEAR WEST SIDE,28.0
Diversey Yacht Club,846,residential area,41.9282537,-87.6342123,LINCOLN PARK,7.0
Lincoln Park Boat Club,848,residential area,41.9238618,-87.6322241,LINCOLN PARK,7.0
JW Marriott Chicago,932,residential area,41.8790741,-87.6330106,LOOP,32.0
SpringHill Suites by Marriott Chicago O'Hare,945,residential area,41.9851244,-87.8299247,NORWOOD PARK,10.0
Old Colony Building,965,residential area,41.8766112,-87.6289835,LOOP,32.0
Sonder Plymouth,966,residential area,41.8763121,-87.6289755,LOOP,32.0
Bankers Building,975,residential area,41.8790652,-87.6311607,LOOP,32.0
235 West Van Buren Street,994,residential area,41.8765949,-87.6346374,LOOP,32.0
W Chicago City Center,1008,residential area,41.8797445,-87.6331125,LOOP,32.0
The Chicagoan,1016,residential area,41.8963817,-87.6258695,NEAR NORTH SIDE,8.0
The Bernardin,1017,residential area,41.8963758,-87.62645,NEAR NORTH SIDE,8.0
Prairie House,1156,residential area,41.861699,-87.6202158,NEAR SOUTH SIDE,33.0
The Buckingham,1159,residential area,41.8848101,-87.6179491,LOOP,32.0
The Tides,1160,residential area,41.8867017,-87.618051,LOOP,32.0
340 on the Park,1161,residential area,41.8847844,-87.6187924,LOOP,32.0
Outer Drive East,1162,residential area,41.884863,-87.6165147,LOOP,32.0
The Chandler,1163,residential area,41.8871436,-87.6153925,LOOP,32.0
Harbor Point,1164,residential area,41.8849767,-87.6148275,LOOP,32.0
North Harbor Tower,1166,residential area,41.8854394,-87.6154579,LOOP,32.0
The Shoreham,1167,residential area,41.8867078,-87.6168146,LOOP,32.0
The Parkshore,1169,residential area,41.8856565,-87.6146675,LOOP,32.0
The Lancaster,1171,residential area,41.8862503,-87.6160417,LOOP,32.0
Aqua,1172,residential area,41.886278,-87.6198166,LOOP,32.0
Swissotel Chicago,1173,residential area,41.8873292,-87.6194417,LOOP,32.0
The Regatta,1174,residential area,41.8871873,-87.6162701,LOOP,32.0
,1236,residential area,41.910242,-87.6776635,WEST TOWN,24.0
The Coyote,1238,residential area,41.9106305,-87.6781801,WEST TOWN,24.0
